501  11
1.515 1.52
C	b0	maxLength	maxGain	maxGain[dB]
0.0192	1.5175	126.778	85.5876	2752
0.0193	1.5175	126.121	84.2726	2753
0.0194	1.5175	125.471	83.0659	2754
0.0195	1.5175	124.828	81.9733	2755
0.0196	1.5175	124.191	81.0474	2756
0.0197	1.5175	123.561	80.178	2757
0.0198	1.5175	122.937	79.3881	2758
0.0199	1.5175	122.319	78.6425	2759
0.02	1.5175	121.707	77.9029	2760
0.019	1.51751	128.112	92.1163	2761
0.0191	1.51751	127.441	89.4395	2762
0.0192	1.51751	126.778	87.3213	2763
0.0193	1.51751	126.121	85.7726	2764
0.0194	1.51751	125.471	84.3588	2765
0.0195	1.51751	124.827	83.0997	2766
0.0196	1.51751	124.191	82.0548	2767
0.0197	1.51751	123.56	81.0925	2768
0.0198	1.51751	122.936	80.2096	2769
0.0199	1.51751	122.319	79.3991	2770
0.02	1.51751	121.707	78.602	2771
0.019	1.51752	128.112	96.1262	2772
0.0191	1.51752	127.441	92.4285	2773
0.0192	1.51752	126.777	89.5878	2774
0.0193	1.51752	126.121	87.5642	2775
0.0194	1.51752	125.471	85.8644	2776
0.0195	1.51752	124.827	84.4221	2777
0.0196	1.51752	124.191	83.1868	2778
0.0197	1.51752	123.56	82.1222	2779
0.0198	1.51752	122.936	81.1349	2780
0.0199	1.51752	122.319	80.2247	2781
0.02	1.51752	121.707	79.3609	2782
0.019	1.51753	128.111	102.116	2783
0.0191	1.51753	127.441	96.9297	2784
0.0192	1.51753	126.777	92.6767	2785
0.0193	1.51753	126.12	89.7781	2786
0.0194	1.51753	125.471	87.6577	2787
0.0195	1.51753	124.827	85.9795	2788
0.0196	1.51753	124.19	84.4988	2789
0.0197	1.51753	123.56	83.2879	2790
0.0198	1.51753	122.936	82.1687	2791
0.0199	1.51753	122.319	81.1324	2792
0.02	1.51753	121.707	80.1908	2793
0.019	1.51754	128.111	103.863	2794
0.0191	1.51754	127.441	105.078	2795
0.0192	1.51754	126.777	97.5089	2796
0.0193	1.51754	126.12	92.9504	2797
0.0194	1.51754	125.47	90.023	2798
0.0195	1.51754	124.827	87.8718	2799
0.0196	1.51754	124.19	86.0763	2800
0.0197	1.51754	123.56	84.6301	2801
0.0198	1.51754	122.936	83.3393	2802
0.0199	1.51754	122.318	82.1549	2803
0.02	1.51754	121.707	81.1057	2804
0.019	1.51755	128.111	96.6171	2805
0.0191	1.51755	127.441	102.478	2806
0.0192	1.51755	126.777	109.143	2807
0.0193	1.51755	126.12	97.9953	2808
0.0194	1.51755	125.47	93.3061	2809
0.0195	1.51755	124.827	90.2771	2810
0.0196	1.51755	124.19	88.0014	2811
0.0197	1.51755	123.56	86.2094	2812
0.0198	1.51755	122.936	84.6872	2813
0.0199	1.51755	122.318	83.3298	2814
0.02	1.51755	121.707	82.1243	2815
0.019	1.51756	128.111	92.2774	2816
0.0191	1.51756	127.44	95.7543	2817
0.0192	1.51756	126.777	103.558	2818
0.0193	1.51756	126.12	111.216	2819
0.0194	1.51756	125.47	98.6446	2820
0.0195	1.51756	124.827	93.554	2821
0.0196	1.51756	124.19	90.4682	2822
0.0197	1.51756	123.56	88.1218	2823
0.0198	1.51756	122.936	86.273	2824
0.0199	1.51756	122.318	84.6859	2825
0.02	1.51756	121.707	83.2716	2826
0.019	1.51757	128.111	89.3438	2827
0.0191	1.51757	127.44	91.9316	2828
0.0192	1.51757	126.777	95.6359	2829
0.0193	1.51757	126.12	102.706	2830
0.0194	1.51757	125.47	114.744	2831
0.0195	1.51757	124.827	98.4978	2832
0.0196	1.51757	124.19	93.8892	2833
0.0197	1.51757	123.56	90.5273	2834
0.0198	1.51757	122.936	88.1918	2835
0.0199	1.51757	122.318	86.288	2836
0.02	1.51757	121.707	84.582	2837
0.019	1.51758	128.111	87.1412	2838
0.0191	1.51758	127.44	89.1603	2839
0.0192	1.51758	126.777	91.5527	2840
0.0193	1.51758	126.12	95.2741	2841
0.0194	1.51758	125.47	101.723	2842
0.0195	1.51758	124.827	104.126	2843
0.0196	1.51758	124.19	99.3485	2844
0.0197	1.51758	123.559	93.6978	2845
0.0198	1.51758	122.936	90.5988	2846
0.0199	1.51758	122.318	88.2415	2847
0.02	1.51758	121.706	86.1445	2848
0.019	1.51759	128.111	85.3806	2849
0.0191	1.51759	127.44	87.0272	2850
0.0192	1.51759	126.776	88.8561	2851
0.0193	1.51759	126.12	91.3235	2852
0.0194	1.51759	125.47	94.8368	2853
0.0195	1.51759	124.826	99.9917	2854
0.0196	1.51759	124.19	106.746	2855
0.0197	1.51759	123.559	99.2185	2856
0.0198	1.51759	122.935	93.9446	2857
0.0199	1.51759	122.318	90.7324	2858
0.02	1.51759	121.706	88.094	2859
0.019	1.5176	128.111	83.9151	2860
0.0191	1.5176	127.44	85.3025	2861
0.0192	1.5176	126.776	86.8255	2862
0.0193	1.5176	126.12	88.6173	2863
0.0194	1.5176	125.47	91.0425	2864
0.0195	1.5176	124.826	94.6055	2865
0.0196	1.5176	124.19	99.0903	2866
0.0197	1.5176	123.559	110.083	2867
0.0198	1.5176	122.935	99.7443	2868
0.0199	1.5176	122.318	94.1157	2869
0.02	1.5176	121.706	90.6077	2870
0.019	1.51761	128.11	82.6907	2871
0.0191	1.51761	127.44	83.8581	2872
0.0192	1.51761	126.776	85.1571	2873
0.0193	1.51761	126.119	86.6073	2874
0.0194	1.51761	125.469	88.4621	2875
0.0195	1.51761	124.826	91.026	2876
0.0196	1.51761	124.189	94.1475	2877
0.0197	1.51761	123.559	100.129	2878
0.0198	1.51761	122.935	112.152	2879
0.0199	1.51761	122.318	98.9395	2880
0.02	1.51761	121.706	94.1446	2881
0.019	1.51762	128.11	81.6151	2882
0.0191	1.51762	127.44	82.6167	2883
0.0192	1.51762	126.776	83.7469	2884
0.0193	1.51762	126.119	84.9881	2885
0.0194	1.51762	125.469	86.5128	2886
0.0195	1.51762	124.826	88.4465	2887
0.0196	1.51762	124.189	90.7806	2888
0.0197	1.51762	123.559	94.1847	2889
0.0198	1.51762	122.935	99.8591	2890
0.0199	1.51762	122.317	105.406	2891
0.02	1.51762	121.706	100.092	2892
0.019	1.51763	128.11	80.653	2893
0.0191	1.51763	127.44	81.5289	2894
0.0192	1.51763	126.776	82.5281	2895
0.0193	1.51763	126.119	83.6102	2896
0.0194	1.51763	125.469	84.8992	2897
0.0195	1.51763	124.826	86.4442	2898
0.0196	1.51763	124.189	88.2876	2899
0.0197	1.51763	123.559	90.6391	2900
0.0198	1.51763	122.935	94.0047	2901
0.0199	1.51763	122.317	99.3322	2902
0.02	1.51763	121.706	111.011	2903
0.019	1.51764	128.11	79.7836	2904
0.0191	1.51764	127.439	80.581	2905
0.0192	1.51764	126.776	81.456	2906
0.0193	1.51764	126.119	82.4139	2907
0.0194	1.51764	125.469	83.528	2908
0.0195	1.51764	124.826	84.8117	2909
0.0196	1.51764	124.189	86.3295	2910
0.0197	1.51764	123.559	88.1193	2911
0.0198	1.51764	122.935	90.5099	2912
0.0199	1.51764	122.317	93.9618	2913
0.02	1.51764	121.706	99.3885	2914
0.019	1.51765	128.11	78.9911	2915
0.0191	1.51765	127.439	79.7242	2916
0.0192	1.51765	126.776	80.4997	2917
0.0193	1.51765	126.119	81.3583	2918
0.0194	1.51765	125.469	82.3382	2919
0.0195	1.51765	124.826	83.4348	2920
0.0196	1.51765	124.189	84.723	2921
0.0197	1.51765	123.559	86.1656	2922
0.0198	1.51765	122.935	88.019	2923
0.0199	1.51765	122.317	90.5365	2924
0.02	1.51765	121.706	93.7728	2925
0.019	1.51766	128.11	78.2634	2926
0.0191	1.51766	127.439	78.9413	2927
0.0192	1.51766	126.775	79.6377	2928
0.0193	1.51766	126.119	80.4145	2929
0.0194	1.51766	125.469	81.2885	2930
0.0195	1.51766	124.825	82.2505	2931
0.0196	1.51766	124.189	83.3631	2932
0.0197	1.51766	123.558	84.5923	2933
0.0198	1.51766	122.935	86.0839	2934
0.0199	1.51766	122.317	88.06	2935
0.02	1.51766	121.705	90.5253	2936
0.019	1.51767	128.11	77.5909	2937
0.0191	1.51767	127.439	78.221	2938
0.0192	1.51767	126.775	78.8669	2939
0.0193	1.51767	126.119	79.5615	2940
0.0194	1.51767	125.469	80.35	2941
0.0195	1.51767	124.825	81.2283	2942
0.0196	1.51767	124.189	82.1851	2943
0.0197	1.51767	123.558	83.2811	2944
0.0198	1.51767	122.934	84.5448	2945
0.0199	1.51767	122.317	86.1267	2946
0.02	1.51767	121.705	88.1305	2947
0.019	1.51768	128.109	76.9706	2948
0.0191	1.51768	127.439	77.5543	2949
0.0192	1.51768	126.775	78.1562	2950
0.0193	1.51768	126.118	78.785	2951
0.0194	1.51768	125.469	79.5017	2952
0.0195	1.51768	124.825	80.3085	2953
0.0196	1.51768	124.188	81.1524	2954
0.0197	1.51768	123.558	82.1331	2955
0.0198	1.51768	122.934	83.2371	2956
0.0199	1.51768	122.317	84.5428	2957
0.02	1.51768	121.705	86.2214	2958
0.019	1.51769	128.109	76.3947	2959
0.0191	1.51769	127.439	76.934	2960
0.0192	1.51769	126.775	77.4972	2961
0.0193	1.51769	126.118	78.0827	2962
0.0194	1.51769	125.468	78.7406	2963
0.0195	1.51769	124.825	79.4733	2964
0.0196	1.51769	124.188	80.2436	2965
0.0197	1.51769	123.558	81.1139	2966
0.0198	1.51769	122.934	82.0924	2967
0.0199	1.51769	122.316	83.2048	2968
0.02	1.51769	121.705	84.6429	2969
0.019	1.5177	128.109	75.8533	2970
0.0191	1.5177	127.439	76.3541	2971
0.0192	1.5177	126.775	76.8832	2972
0.0193	1.5177	126.118	77.4307	2973
0.0194	1.5177	125.468	78.0401	2974
0.0195	1.5177	124.825	78.7091	2975
0.0196	1.5177	124.188	79.417	2976
0.0197	1.5177	123.558	80.1984	2977
0.0198	1.5177	122.934	81.0763	2978
0.0199	1.5177	122.316	82.0744	2979
0.02	1.5177	121.705	83.3006	2980
0.019	1.51771	128.109	75.3426	2981
0.0191	1.51771	127.438	75.8136	2982
0.0192	1.51771	126.775	76.3085	2983
0.0193	1.51771	126.118	76.8225	2984
0.0194	1.51771	125.468	77.3899	2985
0.0195	1.51771	124.825	78.005	2986
0.0196	1.51771	124.188	78.6596	2987
0.0197	1.51771	123.558	79.3681	2988
0.0198	1.51771	122.934	80.1636	2989
0.0199	1.51771	122.316	81.0674	2990
0.02	1.51771	121.705	82.1344	2991
0.019	1.51772	128.109	74.8593	2992
0.0191	1.51772	127.438	75.3072	2993
0.0192	1.51772	126.775	75.7687	2994
0.0193	1.51772	126.118	76.2529	2995
0.0194	1.51772	125.468	76.7834	2996
0.0195	1.51772	124.825	77.3525	2997
0.0196	1.51772	124.188	77.9609	2998
0.0197	1.51772	123.558	78.6087	2999
0.0198	1.51772	122.934	79.3357	3000
0.0199	1.51772	122.316	80.1607	3001
0.02	1.51772	121.705	81.1042	3002
0.019	1.51773	128.109	74.4009	3003
0.0191	1.51773	127.438	74.8276	3004
0.0192	1.51773	126.775	75.2598	3005
0.0193	1.51773	126.118	75.7173	3006
0.0194	1.51773	125.468	76.2154	3007
0.0195	1.51773	124.825	76.7447	3008
0.0196	1.51773	124.188	77.3129	3009
0.0197	1.51773	123.558	77.9093	3010
0.0198	1.51773	122.934	78.5784	3011
0.0199	1.51773	122.316	79.3369	3012
0.02	1.51773	121.704	80.182	3013
0.019	1.51774	128.109	73.9648	3014
0.0191	1.51774	127.438	74.3722	3015
0.0192	1.51774	126.774	74.782	3016
0.0193	1.51774	126.118	75.212	3017
0.0194	1.51774	125.468	75.6814	3018
0.0195	1.51774	124.824	76.181	3019
0.0196	1.51774	124.188	76.7088	3020
0.0197	1.51774	123.557	77.2693	3021
0.0198	1.51774	122.933	77.8821	3022
0.0199	1.51774	122.316	78.5825	3023
0.02	1.51774	121.704	79.3649	3024
0.019	1.51775	128.108	73.5497	3025
0.0191	1.51775	127.438	73.9388	3026
0.0192	1.51775	126.774	74.3305	3027
0.0193	1.51775	126.118	74.7339	3028
0.0194	1.51775	125.468	75.1776	3029
0.0195	1.51775	124.824	75.6534	3030
0.0196	1.51775	124.188	76.1431	3031
0.0197	1.51775	123.557	76.6739	3032
0.0198	1.51775	122.933	77.2463	3033
0.0199	1.51775	122.316	77.8869	3034
0.02	1.51775	121.704	78.6147	3035
0.019	1.51776	128.108	73.1566	3036
0.0191	1.51776	127.438	73.5255	3037
0.0192	1.51776	126.774	73.9004	3038
0.0193	1.51776	126.117	74.2835	3039
0.0194	1.51776	125.467	74.7029	3040
0.0195	1.51776	124.824	75.1549	3041
0.0196	1.51776	124.187	75.6161	3042
0.0197	1.51776	123.557	76.1153	3043
0.0198	1.51776	122.933	76.6519	3044
0.0199	1.51776	122.316	77.242	3045
0.02	1.51776	121.704	77.9219	3046
0.019	1.51777	128.108	72.7799	3047
0.0191	1.51777	127.438	73.1304	3048
0.0192	1.51777	126.774	73.49	3049
0.0193	1.51777	126.117	73.8565	3050
0.0194	1.51777	125.467	74.2555	3051
0.0195	1.51777	124.824	74.6825	3052
0.0196	1.51777	124.187	75.1206	3053
0.0197	1.51777	123.557	75.5893	3054
0.0198	1.51777	122.933	76.0943	3055
0.0199	1.51777	122.315	76.6443	3056
0.02	1.51777	121.704	77.2785	3057
0.019	1.51778	128.108	72.4183	3058
0.0191	1.51778	127.437	72.7525	3059
0.0192	1.51778	126.774	73.0975	3060
0.0193	1.51778	126.117	73.4487	3061
0.0194	1.51778	125.467	73.8293	3062
0.0195	1.51778	124.824	74.2337	3063
0.0196	1.51778	124.187	74.6509	3064
0.0197	1.51778	123.557	75.0924	3065
0.0198	1.51778	122.933	75.5692	3066
0.0199	1.51778	122.315	76.0893	3067
0.02	1.51778	121.704	76.6782	3068
0.019	1.51779	128.108	72.0707	3069
0.0191	1.51779	127.437	72.3931	3070
0.0192	1.51779	126.774	72.7215	3071
0.0193	1.51779	126.117	73.0586	3072
0.0194	1.51779	125.467	73.4223	3073
0.0195	1.51779	124.824	73.8064	3074
0.0196	1.51779	124.187	74.2044	3075
0.0197	1.51779	123.557	74.6217	3076
0.0198	1.51779	122.933	75.0731	3077
0.0199	1.51779	122.315	75.5663	3078
0.02	1.51779	121.704	76.1158	3079
0.019	1.5178	128.108	71.7361	3080
0.0191	1.5178	127.437	72.0474	3081
0.0192	1.5178	126.774	72.3607	3082
0.0193	1.5178	126.117	72.6847	3083
0.0194	1.5178	125.467	73.033	3084
0.0195	1.5178	124.824	73.3986	3085
0.0196	1.5178	124.187	73.7791	3086
0.0197	1.5178	123.557	74.1746	3087
0.0198	1.5178	122.933	74.6032	3088
0.0199	1.5178	122.315	75.0719	3089
0.02	1.5178	121.704	75.5868	3090
0.019	1.51781	128.108	71.4135	3091
0.0191	1.51781	127.437	71.7144	3092
0.0192	1.51781	126.773	72.0145	3093
0.0193	1.51781	126.117	72.3259	3094
0.0194	1.51781	125.467	72.6599	3095
0.0195	1.51781	124.823	73.0089	3096
0.0196	1.51781	124.187	73.3731	3097
0.0197	1.51781	123.556	73.7495	3098
0.0198	1.51781	122.933	74.1569	3099
0.0199	1.51781	122.315	74.6034	3100
0.02	1.51781	121.703	75.0894	3101
0.019	1.51782	128.108	71.1022	3102
0.0191	1.51782	127.437	71.3934	3103
0.0192	1.51782	126.773	71.6837	3104
0.0193	1.51782	126.117	71.9809	3105
0.0194	1.51782	125.467	72.3017	3106
0.0195	1.51782	124.823	72.639	3107
0.0196	1.51782	124.187	72.9848	3108
0.0197	1.51782	123.556	73.3476	3109
0.0198	1.51782	122.932	73.7339	3110
0.0199	1.51782	122.315	74.1581	3111
0.02	1.51782	121.703	74.6226	3112
0.019	1.51783	128.107	70.8033	3113
0.0191	1.51783	127.437	71.0835	3114
0.0192	1.51783	126.773	71.3645	3115
0.0193	1.51783	126.116	71.6492	3116
0.0194	1.51783	125.467	71.9574	3117
0.0195	1.51783	124.823	72.2837	3118
0.0196	1.51783	124.186	72.6129	3119
0.0197	1.51783	123.556	72.9628	3120
0.0198	1.51783	122.932	73.3325	3121
0.0199	1.51783	122.315	73.734	3122
0.02	1.51783	121.703	74.1786	3123
0.019	1.51784	128.107	70.5144	3124
0.0191	1.51784	127.437	70.784	3125
0.0192	1.51784	126.773	71.0563	3126
0.0193	1.51784	126.116	71.3317	3127
0.0194	1.51784	125.466	71.6284	3128
0.0195	1.51784	124.823	71.9418	3129
0.0196	1.51784	124.186	72.2591	3130
0.0197	1.51784	123.556	72.5937	3131
0.0198	1.51784	122.932	72.9482	3132
0.0199	1.51784	122.315	73.3292	3133
0.02	1.51784	121.703	73.7555	3134
0.019	1.51785	128.107	70.2345	3135
0.0191	1.51785	127.437	70.4941	3136
0.0192	1.51785	126.773	70.7582	3137
0.0193	1.51785	126.116	71.0249	3138
0.0194	1.51785	125.466	71.3113	3139
0.0195	1.51785	124.823	71.6125	3140
0.0196	1.51785	124.186	71.9186	3141
0.0197	1.51785	123.556	72.2392	3142
0.0198	1.51785	122.932	72.5796	3143
0.0199	1.51785	122.314	72.9447	3144
0.02	1.51785	121.703	73.3514	3145
0.019	1.51786	128.107	69.9631	3146
0.0191	1.51786	127.436	70.2149	3147
0.0192	1.51786	126.773	70.4698	3148
0.0193	1.51786	126.116	70.7283	3149
0.0194	1.51786	125.466	71.0051	3150
0.0195	1.51786	124.823	71.2948	3151
0.0196	1.51786	124.186	71.5906	3152
0.0197	1.51786	123.556	71.8982	3153
0.0198	1.51786	122.932	72.2256	3154
0.0199	1.51786	122.314	72.5772	3155
0.02	1.51786	121.703	72.9647	3156
0.019	1.51787	128.107	69.6996	3157
0.0191	1.51787	127.436	69.9447	3158
0.0192	1.51787	126.773	70.1904	3159
0.0193	1.51787	126.116	70.4412	3160
0.0194	1.51787	125.466	70.7089	3161
0.0195	1.51787	124.823	70.9881	3162
0.0196	1.51787	124.186	71.2741	3163
0.0197	1.51787	123.556	71.5698	3164
0.0198	1.51787	122.932	71.885	3165
0.0199	1.51787	122.314	72.2241	3166
0.02	1.51787	121.703	72.5941	3167
0.019	1.51788	128.107	69.4437	3168
0.0191	1.51788	127.436	69.6823	3169
0.0192	1.51788	126.773	69.9195	3170
0.0193	1.51788	126.116	70.163	3171
0.0194	1.51788	125.466	70.4222	3172
0.0195	1.51788	124.823	70.6915	3173
0.0196	1.51788	124.186	70.9683	3174
0.0197	1.51788	123.556	71.253	3175
0.0198	1.51788	122.932	71.5569	3176
0.0199	1.51788	122.314	71.8843	3177
0.02	1.51788	121.703	72.2383	3178
0.019	1.51789	128.107	69.1949	3179
0.0191	1.51789	127.436	69.4274	3180
0.0192	1.51789	126.772	69.6579	3181
0.0193	1.51789	126.116	69.8931	3182
0.0194	1.51789	125.466	70.1444	3183
0.0195	1.51789	124.822	70.4056	3184
0.0196	1.51789	124.186	70.6727	3185
0.0197	1.51789	123.555	70.9483	3186
0.0198	1.51789	122.932	71.2405	3187
0.0199	1.51789	122.314	71.5569	3188
0.02	1.51789	121.702	71.8979	3189
0.019	1.5179	128.106	68.9535	3190
0.0191	1.5179	127.436	69.1795	3191
0.0192	1.5179	126.772	69.4041	3192
0.0193	1.5179	126.116	69.6312	3193
0.0194	1.5179	125.466	69.875	3194
0.0195	1.5179	124.822	70.1296	3195
0.0196	1.5179	124.186	70.3866	3196
0.0197	1.5179	123.555	70.6548	3197
0.0198	1.5179	122.931	70.9368	3198
0.0199	1.5179	122.314	71.241	3199
0.02	1.5179	121.702	71.5713	3200
0.019	1.51791	128.106	68.7193	3201
0.0191	1.51791	127.436	68.9383	3202
0.0192	1.51791	126.772	69.1574	3203
0.0193	1.51791	126.115	69.3779	3204
0.0194	1.51791	125.465	69.6141	3205
0.0195	1.51791	124.822	69.8617	3206
0.0196	1.51791	124.185	70.1103	3207
0.0197	1.51791	123.555	70.3706	3208
0.0198	1.51791	122.931	70.6436	3209
0.0199	1.51791	122.314	70.936	3210
0.02	1.51791	121.702	71.256	3211
0.019	1.51792	128.106	68.491	3212
0.0191	1.51792	127.436	68.7034	3213
0.0192	1.51792	126.772	68.9172	3214
0.0193	1.51792	126.115	69.1321	3215
0.0194	1.51792	125.465	69.3617	3216
0.0195	1.51792	124.822	69.6016	3217
0.0196	1.51792	124.185	69.8434	3218
0.0197	1.51792	123.555	70.095	3219
0.0198	1.51792	122.931	70.3597	3220
0.0199	1.51792	122.314	70.641	3221
0.02	1.51792	121.702	70.9515	3222
0.019	1.51793	128.106	68.2684	3223
0.0191	1.51793	127.435	68.475	3224
0.0192	1.51793	126.772	68.6832	3225
0.0193	1.51793	126.115	68.8929	3226
0.0194	1.51793	125.465	69.1162	3227
0.0195	1.51793	124.822	69.3488	3228
0.0196	1.51793	124.185	69.5841	3229
0.0197	1.51793	123.555	69.8277	3230
0.0198	1.51793	122.931	70.0844	3231
0.0199	1.51793	122.313	70.3577	3232
0.02	1.51793	121.702	70.6569	3233
0.019	1.51794	128.106	68.0511	3234
0.0191	1.51794	127.435	68.2531	3235
0.0192	1.51794	126.772	68.4553	3236
0.0193	1.51794	126.115	68.6598	3237
0.0194	1.51794	125.465	68.8772	3238
0.0195	1.51794	124.822	69.103	3239
0.0196	1.51794	124.185	69.332	3240
0.0197	1.51794	123.555	69.5681	3241
0.0198	1.51794	122.931	69.8174	3242
0.0199	1.51794	122.313	70.083	3243
0.02	1.51794	121.702	70.3718	3244
0.019	1.51795	128.106	67.839	3245
0.0191	1.51795	127.435	68.0366	3246
0.0192	1.51795	126.772	68.233	3247
0.0193	1.51795	126.115	68.4326	3248
0.0194	1.51795	125.465	68.6444	3249
0.0195	1.51795	124.822	68.8637	3250
0.0196	1.51795	124.185	69.0869	3251
0.0197	1.51795	123.555	69.3159	3252
0.0198	1.51795	122.931	69.558	3253
0.0199	1.51795	122.313	69.8164	3254
0.02	1.51795	121.702	70.0954	3255
0.019	1.51796	128.106	67.6318	3256
0.0191	1.51796	127.435	67.8252	3257
0.0192	1.51796	126.771	68.0164	3258
0.0193	1.51796	126.115	68.2111	3259
0.0194	1.51796	125.465	68.4175	3260
0.0195	1.51796	124.822	68.6307	3261
0.0196	1.51796	124.185	68.8483	3262
0.0197	1.51796	123.555	69.0706	3263
0.0198	1.51796	122.931	69.306	3264
0.0199	1.51796	122.313	69.5576	3265
0.02	1.51796	121.702	69.8273	3266
0.019	1.51797	128.105	67.4294	3267
0.0191	1.51797	127.435	67.6187	3268
0.0192	1.51797	126.771	67.8058	3269
0.0193	1.51797	126.115	67.9949	3270
0.0194	1.51797	125.465	68.1962	3271
0.0195	1.51797	124.821	68.405	3272
0.0196	1.51797	124.185	68.6159	3273
0.0197	1.51797	123.554	68.8332	3274
0.0198	1.51797	122.93	69.0611	3275
0.0199	1.51797	122.313	69.306	3276
0.02	1.51797	121.701	69.5686	3277
0.019	1.51798	128.105	67.2325	3278
0.0191	1.51798	127.435	67.4168	3279
0.0192	1.51798	126.771	67.6001	3280
0.0193	1.51798	126.114	67.784	3281
0.0194	1.51798	125.465	67.9803	3282
0.0195	1.51798	124.821	68.1848	3283
0.0196	1.51798	124.185	68.3893	3284
0.0197	1.51798	123.554	68.6021	3285
0.0198	1.51798	122.93	68.8241	3286
0.0199	1.51798	122.313	69.0613	3287
0.02	1.51798	121.701	69.3175	3288
0.019	1.51799	128.105	67.0397	3289
0.0191	1.51799	127.435	67.2194	3290
0.0192	1.51799	126.771	67.3989	3291
0.0193	1.51799	126.114	67.579	3292
0.0194	1.51799	125.464	67.7705	3293
0.0195	1.51799	124.821	67.9698	3294
0.0196	1.51799	124.184	68.1696	3295
0.0197	1.51799	123.554	68.3767	3296
0.0198	1.51799	122.93	68.5932	3297
0.0199	1.51799	122.313	68.8231	3298
0.02	1.51799	121.701	69.0731	3299
0.019	1.518	128.105	66.851	3300
0.0191	1.518	127.435	67.0262	3301
0.0192	1.518	126.771	67.2022	3302
0.0193	1.518	126.114	67.3784	3303
0.0194	1.518	125.464	67.5656	3304
0.0195	1.518	124.821	67.7599	3305
0.0196	1.518	124.184	67.9552	3306
0.0197	1.518	123.554	68.1569	3307
0.0198	1.518	122.93	68.368	3308
0.0199	1.518	122.312	68.5915	3309
0.02	1.518	121.701	68.8352	3310
0.019	1.51801	128.105	66.6662	3311
0.0191	1.51801	127.434	66.838	3312
0.0192	1.51801	126.771	67.0096	3313
0.0193	1.51801	126.114	67.1823	3314
0.0194	1.51801	125.464	67.3653	3315
0.0195	1.51801	124.821	67.5548	3316
0.0196	1.51801	124.184	67.7459	3317
0.0197	1.51801	123.554	67.9424	3318
0.0198	1.51801	122.93	68.1484	3319
0.0199	1.51801	122.312	68.3667	3320
0.02	1.51801	121.701	68.6035	3321
0.019	1.51802	128.105	66.4851	3322
0.0191	1.51802	127.434	66.6537	3323
0.0192	1.51802	126.771	66.8212	3324
0.0193	1.51802	126.114	66.9904	3325
0.0194	1.51802	125.464	67.1694	3326
0.0195	1.51802	124.821	67.3543	3327
0.0196	1.51802	124.184	67.5413	3328
0.0197	1.51802	123.554	67.7328	3329
0.0198	1.51802	122.93	67.934	3330
0.0199	1.51802	122.312	68.1475	3331
0.02	1.51802	121.701	68.3776	3332
0.019	1.51803	128.105	66.3076	3333
0.0191	1.51803	127.434	66.4731	3334
0.0192	1.51803	126.771	66.6366	3335
0.0193	1.51803	126.114	66.8024	3336
0.0194	1.51803	125.464	66.9776	3337
0.0195	1.51803	124.821	67.1582	3338
0.0196	1.51803	124.184	67.3412	3339
0.0197	1.51803	123.554	67.5281	3340
0.0198	1.51803	122.93	67.7247	3341
0.0199	1.51803	122.312	67.9334	3342
0.02	1.51803	121.701	68.1573	3343
0.019	1.51804	128.105	66.1335	3344
0.0191	1.51804	127.434	66.2961	3345
0.0192	1.51804	126.77	66.4565	3346
0.0193	1.51804	126.114	66.6184	3347
0.0194	1.51804	125.464	66.7899	3348
0.0195	1.51804	124.82	66.9668	3349
0.0196	1.51804	124.184	67.1455	3350
0.0197	1.51804	123.553	67.3282	3351
0.0198	1.51804	122.93	67.5201	3352
0.0199	1.51804	122.312	67.7243	3353
0.02	1.51804	121.7	67.9424	3354
0.019	1.51805	128.104	65.9634	3355
0.0191	1.51805	127.434	66.1225	3356
0.0192	1.51805	126.77	66.2801	3357
0.0193	1.51805	126.114	66.438	3358
0.0194	1.51805	125.464	66.6061	3359
0.0195	1.51805	124.82	66.7798	3360
0.0196	1.51805	124.184	66.9541	3361
0.0197	1.51805	123.553	67.1335	3362
0.0198	1.51805	122.929	67.3206	3363
0.0199	1.51805	122.312	67.52	3364
0.02	1.51805	121.7	67.7336	3365
0.019	1.51806	128.104	65.7966	3366
0.0191	1.51806	127.434	65.9522	3367
0.0192	1.51806	126.77	66.107	3368
0.0193	1.51806	126.113	66.2619	3369
0.0194	1.51806	125.463	66.4262	3370
0.0195	1.51806	124.82	66.5967	3371
0.0196	1.51806	124.183	66.7669	3372
0.0197	1.51806	123.553	66.9429	3373
0.0198	1.51806	122.929	67.126	3374
0.0199	1.51806	122.312	67.3203	3375
0.02	1.51806	121.7	67.5296	3376
0.019	1.51807	128.104	65.6328	3377
0.0191	1.51807	127.434	65.7851	3378
0.0192	1.51807	126.77	65.9372	3379
0.0193	1.51807	126.113	66.0893	3380
0.0194	1.51807	125.463	66.2504	3381
0.0195	1.51807	124.82	66.4173	3382
0.0196	1.51807	124.183	66.5842	3383
0.0197	1.51807	123.553	66.7562	3384
0.0198	1.51807	122.929	66.9355	3385
0.0199	1.51807	122.312	67.1249	3386
0.02	1.51807	121.7	67.3301	3387
0.019	1.51808	128.104	65.472	3388
0.0191	1.51808	127.433	65.6215	3389
0.0192	1.51808	126.77	65.7706	3390
0.0193	1.51808	126.113	65.92	3391
0.0194	1.51808	125.463	66.078	3392
0.0195	1.51808	124.82	66.2413	3393
0.0196	1.51808	124.183	66.4051	3394
0.0197	1.51808	123.553	66.5734	3395
