501  11
1.515 1.52
C	b0	maxLength	maxGain	maxGain[dB]
0.0195	1.51627	124.844	57.8394	1402
0.0196	1.51627	124.207	57.7778	1403
0.0197	1.51627	123.577	57.7163	1404
0.0198	1.51627	122.953	57.6538	1405
0.0199	1.51627	122.335	57.5896	1406
0.02	1.51627	121.723	57.5225	1407
0.019	1.51628	128.128	58.2198	1408
0.0191	1.51628	127.458	58.1555	1409
0.0192	1.51628	126.794	58.0932	1410
0.0193	1.51628	126.137	58.0322	1411
0.0194	1.51628	125.487	57.9693	1412
0.0195	1.51628	124.844	57.9058	1413
0.0196	1.51628	124.207	57.8439	1414
0.0197	1.51628	123.576	57.7818	1415
0.0198	1.51628	122.952	57.7189	1416
0.0199	1.51628	122.335	57.6542	1417
0.02	1.51628	121.723	57.5867	1418
0.019	1.51629	128.128	58.2894	1419
0.0191	1.51629	127.458	58.2244	1420
0.0192	1.51629	126.794	58.1617	1421
0.0193	1.51629	126.137	58.1002	1422
0.0194	1.51629	125.487	58.0368	1423
0.0195	1.51629	124.844	57.9728	1424
0.0196	1.51629	124.207	57.9104	1425
0.0197	1.51629	123.576	57.848	1426
0.0198	1.51629	122.952	57.7845	1427
0.0199	1.51629	122.335	57.7192	1428
0.02	1.51629	121.723	57.6513	1429
0.019	1.5163	128.128	58.3594	1430
0.0191	1.5163	127.457	58.294	1431
0.0192	1.5163	126.794	58.2307	1432
0.0193	1.5163	126.137	58.1688	1433
0.0194	1.5163	125.487	58.1049	1434
0.0195	1.5163	124.843	58.0404	1435
0.0196	1.5163	124.207	57.9774	1436
0.0197	1.5163	123.576	57.9146	1437
0.0198	1.5163	122.952	57.8507	1438
0.0199	1.5163	122.334	57.7848	1439
0.02	1.5163	121.723	57.7164	1440
0.019	1.51631	128.128	58.4301	1441
0.0191	1.51631	127.457	58.3641	1442
0.0192	1.51631	126.794	58.3002	1443
0.0193	1.51631	126.137	58.2378	1444
0.0194	1.51631	125.487	58.1734	1445
0.0195	1.51631	124.843	58.1085	1446
0.0196	1.51631	124.206	58.045	1447
0.0197	1.51631	123.576	57.9817	1448
0.0198	1.51631	122.952	57.9173	1449
0.0199	1.51631	122.334	57.851	1450
0.02	1.51631	121.723	57.7819	1451
0.019	1.51632	128.128	58.5013	1452
0.0191	1.51632	127.457	58.4348	1453
0.0192	1.51632	126.793	58.3704	1454
0.0193	1.51632	126.137	58.3074	1455
0.0194	1.51632	125.487	58.2425	1456
0.0195	1.51632	124.843	58.1772	1457
0.0196	1.51632	124.206	58.1131	1458
0.0197	1.51632	123.576	58.0493	1459
0.0198	1.51632	122.952	57.9844	1460
0.0199	1.51632	122.334	57.9176	1461
0.02	1.51632	121.723	57.8479	1462
0.019	1.51633	128.128	58.573	1463
0.0191	1.51633	127.457	58.5061	1464
0.0192	1.51633	126.793	58.4412	1465
0.0193	1.51633	126.136	58.3776	1466
0.0194	1.51633	125.486	58.3122	1467
0.0195	1.51633	124.843	58.2463	1468
0.0196	1.51633	124.206	58.1818	1469
0.0197	1.51633	123.576	58.1174	1470
0.0198	1.51633	122.952	58.052	1471
0.0199	1.51633	122.334	57.9847	1472
0.02	1.51633	121.723	57.9145	1473
0.019	1.51634	128.128	58.6454	1474
0.0191	1.51634	127.457	58.5779	1475
0.0192	1.51634	126.793	58.5125	1476
0.0193	1.51634	126.136	58.4484	1477
0.0194	1.51634	125.486	58.3825	1478
0.0195	1.51634	124.843	58.316	1479
0.0196	1.51634	124.206	58.251	1480
0.0197	1.51634	123.576	58.1861	1481
0.0198	1.51634	122.952	58.1201	1482
0.0199	1.51634	122.334	58.0524	1483
0.02	1.51634	121.722	57.9816	1484
0.019	1.51635	128.127	58.7184	1485
0.0191	1.51635	127.457	58.6503	1486
0.0192	1.51635	126.793	58.5844	1487
0.0193	1.51635	126.136	58.5198	1488
0.0194	1.51635	125.486	58.4533	1489
0.0195	1.51635	124.843	58.3863	1490
0.0196	1.51635	124.206	58.3208	1491
0.0197	1.51635	123.576	58.2553	1492
0.0198	1.51635	122.952	58.1888	1493
0.0199	1.51635	122.334	58.1205	1494
0.02	1.51635	121.722	58.0493	1495
0.019	1.51636	128.127	58.7921	1496
0.0191	1.51636	127.457	58.7233	1497
0.0192	1.51636	126.793	58.6569	1498
0.0193	1.51636	126.136	58.5918	1499
0.0194	1.51636	125.486	58.5248	1500
0.0195	1.51636	124.843	58.4571	1501
0.0196	1.51636	124.206	58.3911	1502
0.0197	1.51636	123.575	58.3251	1503
0.0198	1.51636	122.951	58.2581	1504
0.0199	1.51636	122.334	58.1892	1505
0.02	1.51636	121.722	58.1174	1506
0.019	1.51637	128.127	58.8664	1507
0.0191	1.51637	127.456	58.7969	1508
0.0192	1.51637	126.793	58.73	1509
0.0193	1.51637	126.136	58.6644	1510
0.0194	1.51637	125.486	58.5967	1511
0.0195	1.51637	124.842	58.5285	1512
0.0196	1.51637	124.206	58.4619	1513
0.0197	1.51637	123.575	58.3955	1514
0.0198	1.51637	122.951	58.3279	1515
0.0199	1.51637	122.334	58.2584	1516
0.02	1.51637	121.722	58.1861	1517
0.019	1.51638	128.127	58.9413	1518
0.0191	1.51638	127.456	58.8713	1519
0.0192	1.51638	126.793	58.8036	1520
0.0193	1.51638	126.136	58.7375	1521
0.0194	1.51638	125.486	58.6693	1522
0.0195	1.51638	124.842	58.6006	1523
0.0196	1.51638	124.206	58.5333	1524
0.0197	1.51638	123.575	58.4664	1525
0.0198	1.51638	122.951	58.3983	1526
0.0199	1.51638	122.333	58.3282	1527
0.02	1.51638	121.722	58.2553	1528
0.019	1.51639	128.127	59.0168	1529
0.0191	1.51639	127.456	58.9463	1530
0.0192	1.51639	126.792	58.8779	1531
0.0193	1.51639	126.136	58.8113	1532
0.0194	1.51639	125.486	58.7425	1533
0.0195	1.51639	124.842	58.6732	1534
0.0196	1.51639	124.205	58.6054	1535
0.0197	1.51639	123.575	58.5379	1536
0.0198	1.51639	122.951	58.4693	1537
0.0199	1.51639	122.333	58.3987	1538
0.02	1.51639	121.722	58.3251	1539
0.019	1.5164	128.127	59.093	1540
0.0191	1.5164	127.456	59.0219	1541
0.0192	1.5164	126.792	58.953	1542
0.0193	1.5164	126.136	58.8856	1543
0.0194	1.5164	125.485	58.8163	1544
0.0195	1.5164	124.842	58.7465	1545
0.0196	1.5164	124.205	58.6782	1546
0.0197	1.5164	123.575	58.61	1547
0.0198	1.5164	122.951	58.5408	1548
0.0199	1.5164	122.333	58.4696	1549
0.02	1.5164	121.722	58.3954	1550
0.019	1.51641	128.127	59.1698	1551
0.0191	1.51641	127.456	59.0981	1552
0.0192	1.51641	126.792	59.0287	1553
0.0193	1.51641	126.135	58.9607	1554
0.0194	1.51641	125.485	58.8908	1555
0.0195	1.51641	124.842	58.8204	1556
0.0196	1.51641	124.205	58.7515	1557
0.0197	1.51641	123.575	58.6827	1558
0.0198	1.51641	122.951	58.6129	1559
0.0199	1.51641	122.333	58.5412	1560
0.02	1.51641	121.721	58.4663	1561
0.019	1.51642	128.126	59.2473	1562
0.0191	1.51642	127.456	59.175	1563
0.0192	1.51642	126.792	59.105	1564
0.0193	1.51642	126.135	59.0365	1565
0.0194	1.51642	125.485	58.9659	1566
0.0195	1.51642	124.842	58.8949	1567
0.0196	1.51642	124.205	58.8254	1568
0.0197	1.51642	123.575	58.756	1569
0.0198	1.51642	122.951	58.6856	1570
0.0199	1.51642	122.333	58.6133	1571
0.02	1.51642	121.721	58.5379	1572
0.019	1.51643	128.126	59.3257	1573
0.0191	1.51643	127.456	59.2526	1574
0.0192	1.51643	126.792	59.182	1575
0.0193	1.51643	126.135	59.1129	1576
0.0194	1.51643	125.485	59.0417	1577
0.0195	1.51643	124.842	58.97	1578
0.0196	1.51643	124.205	58.8999	1579
0.0197	1.51643	123.575	58.8299	1580
0.0198	1.51643	122.951	58.7589	1581
0.0199	1.51643	122.333	58.686	1582
0.02	1.51643	121.721	58.61	1583
0.019	1.51644	128.126	59.4047	1584
0.0191	1.51644	127.456	59.3309	1585
0.0192	1.51644	126.792	59.2597	1586
0.0193	1.51644	126.135	59.19	1587
0.0194	1.51644	125.485	59.1181	1588
0.0195	1.51644	124.842	59.0457	1589
0.0196	1.51644	124.205	58.9751	1590
0.0197	1.51644	123.574	58.9045	1591
0.0198	1.51644	122.95	58.8329	1592
0.0199	1.51644	122.333	58.7593	1593
0.02	1.51644	121.721	58.6827	1594
0.019	1.51645	128.126	59.4844	1595
0.0191	1.51645	127.455	59.4099	1596
0.0192	1.51645	126.792	59.338	1597
0.0193	1.51645	126.135	59.2677	1598
0.0194	1.51645	125.485	59.1952	1599
0.0195	1.51645	124.841	59.1222	1600
0.0196	1.51645	124.205	59.0509	1601
0.0197	1.51645	123.574	58.9798	1602
0.0198	1.51645	122.95	58.9076	1603
0.0199	1.51645	122.333	58.8332	1604
0.02	1.51645	121.721	58.7561	1605
0.019	1.51646	128.126	59.5649	1606
0.0191	1.51646	127.455	59.4897	1607
0.0192	1.51646	126.792	59.417	1608
0.0193	1.51646	126.135	59.3461	1609
0.0194	1.51646	125.485	59.273	1610
0.0195	1.51646	124.841	59.1994	1611
0.0196	1.51646	124.204	59.1273	1612
0.0197	1.51646	123.574	59.0557	1613
0.0198	1.51646	122.95	58.9829	1614
0.0199	1.51646	122.332	58.9079	1615
0.02	1.51646	121.721	58.83	1616
0.019	1.51647	128.126	59.646	1617
0.0191	1.51647	127.455	59.5703	1618
0.0192	1.51647	126.791	59.4969	1619
0.0193	1.51647	126.135	59.4252	1620
0.0194	1.51647	125.485	59.3514	1621
0.0195	1.51647	124.841	59.2772	1622
0.0196	1.51647	124.204	59.2046	1623
0.0197	1.51647	123.574	59.1323	1624
0.0198	1.51647	122.95	59.0588	1625
0.0199	1.51647	122.332	58.9832	1626
0.02	1.51647	121.721	58.9045	1627
0.019	1.51648	128.126	59.7279	1628
0.0191	1.51648	127.455	59.6515	1629
0.0192	1.51648	126.791	59.5775	1630
0.0193	1.51648	126.134	59.5051	1631
0.0194	1.51648	125.484	59.4306	1632
0.0195	1.51648	124.841	59.3558	1633
0.0196	1.51648	124.204	59.2825	1634
0.0197	1.51648	123.574	59.2095	1635
0.0198	1.51648	122.95	59.1353	1636
0.0199	1.51648	122.332	59.0591	1637
0.02	1.51648	121.721	58.9797	1638
0.019	1.51649	128.126	59.8106	1639
0.0191	1.51649	127.455	59.7335	1640
0.0192	1.51649	126.791	59.6588	1641
0.0193	1.51649	126.134	59.5858	1642
0.0194	1.51649	125.484	59.5106	1643
0.0195	1.51649	124.841	59.435	1644
0.0196	1.51649	124.204	59.3611	1645
0.0197	1.51649	123.574	59.2874	1646
0.0198	1.51649	122.95	59.2126	1647
0.0199	1.51649	122.332	59.1357	1648
0.02	1.51649	121.72	59.0555	1649
0.019	1.5165	128.125	59.8942	1650
0.0191	1.5165	127.455	59.8163	1651
0.0192	1.5165	126.791	59.7409	1652
0.0193	1.5165	126.134	59.6672	1653
0.0194	1.5165	125.484	59.5914	1654
0.0195	1.5165	124.841	59.515	1655
0.0196	1.5165	124.204	59.4404	1656
0.0197	1.5165	123.574	59.3659	1657
0.0198	1.5165	122.95	59.2905	1658
0.0199	1.5165	122.332	59.213	1659
0.02	1.5165	121.72	59.1321	1660
0.019	1.51651	128.125	59.9786	1661
0.0191	1.51651	127.455	59.8998	1662
0.0192	1.51651	126.791	59.8238	1663
0.0193	1.51651	126.134	59.7494	1664
0.0194	1.51651	125.484	59.6728	1665
0.0195	1.51651	124.841	59.5957	1666
0.0196	1.51651	124.204	59.5204	1667
0.0197	1.51651	123.573	59.4452	1668
0.0198	1.51651	122.949	59.3691	1669
0.0199	1.51651	122.332	59.2909	1670
0.02	1.51651	121.72	59.2094	1671
0.019	1.51652	128.125	60.0638	1672
0.0191	1.51652	127.454	59.9841	1673
0.0192	1.51652	126.791	59.9074	1674
0.0193	1.51652	126.134	59.8323	1675
0.0194	1.51652	125.484	59.755	1676
0.0195	1.51652	124.841	59.6771	1677
0.0196	1.51652	124.204	59.6012	1678
0.0197	1.51652	123.573	59.5254	1679
0.0198	1.51652	122.949	59.4485	1680
0.0199	1.51652	122.332	59.3695	1681
0.02	1.51652	121.72	59.2874	1682
0.019	1.51653	128.125	60.1498	1683
0.0191	1.51653	127.454	60.0694	1684
0.0192	1.51653	126.791	59.9918	1685
0.0193	1.51653	126.134	59.9161	1686
0.0194	1.51653	125.484	59.838	1687
0.0195	1.51653	124.84	59.7594	1688
0.0196	1.51653	124.204	59.6826	1689
0.0197	1.51653	123.573	59.6063	1690
0.0198	1.51653	122.949	59.5287	1691
0.0199	1.51653	122.331	59.4488	1692
0.02	1.51653	121.72	59.366	1693
0.019	1.51654	128.125	60.2367	1694
0.0191	1.51654	127.454	60.1556	1695
0.0192	1.51654	126.79	60.077	1696
0.0193	1.51654	126.134	60.0006	1697
0.0194	1.51654	125.484	59.9217	1698
0.0195	1.51654	124.84	59.8425	1699
0.0196	1.51654	124.203	59.7649	1700
0.0197	1.51654	123.573	59.6879	1701
0.0198	1.51654	122.949	59.6095	1702
0.0199	1.51654	122.331	59.529	1703
0.02	1.51654	121.72	59.4453	1704
0.019	1.51655	128.125	60.3244	1705
0.0191	1.51655	127.454	60.2425	1706
0.0192	1.51655	126.79	60.1633	1707
0.0193	1.51655	126.134	60.0859	1708
0.0194	1.51655	125.484	60.0062	1709
0.0195	1.51655	124.84	59.9263	1710
0.0196	1.51655	124.203	59.8481	1711
0.0197	1.51655	123.573	59.7702	1712
0.0198	1.51655	122.949	59.6912	1713
0.0199	1.51655	122.331	59.6099	1714
0.02	1.51655	121.72	59.5253	1715
0.019	1.51656	128.125	60.4129	1716
0.0191	1.51656	127.454	60.3303	1717
0.0192	1.51656	126.79	60.2503	1718
0.0193	1.51656	126.133	60.1721	1719
0.0194	1.51656	125.483	60.0918	1720
0.0195	1.51656	124.84	60.011	1721
0.0196	1.51656	124.203	59.932	1722
0.0197	1.51656	123.573	59.8533	1723
0.0198	1.51656	122.949	59.7735	1724
0.0199	1.51656	122.331	59.6915	1725
0.02	1.51656	121.72	59.6061	1726
0.019	1.51657	128.124	60.5025	1727
0.0191	1.51657	127.454	60.419	1728
0.0192	1.51657	126.79	60.3383	1729
0.0193	1.51657	126.133	60.2593	1730
0.0194	1.51657	125.483	60.1781	1731
0.0195	1.51657	124.84	60.0965	1732
0.0196	1.51657	124.203	60.0168	1733
0.0197	1.51657	123.573	59.9372	1734
0.0198	1.51657	122.949	59.8566	1735
0.0199	1.51657	122.331	59.7739	1736
0.02	1.51657	121.719	59.6877	1737
0.019	1.51658	128.124	60.593	1738
0.0191	1.51658	127.454	60.5086	1739
0.0192	1.51658	126.79	60.4271	1740
0.0193	1.51658	126.133	60.3473	1741
0.0194	1.51658	125.483	60.2653	1742
0.0195	1.51658	124.84	60.1828	1743
0.0196	1.51658	124.203	60.1023	1744
0.0197	1.51658	123.573	60.0219	1745
0.0198	1.51658	122.949	59.9405	1746
0.0199	1.51658	122.331	59.8571	1747
0.02	1.51658	121.719	59.7701	1748
0.019	1.51659	128.124	60.6845	1749
0.0191	1.51659	127.454	60.599	1750
0.0192	1.51659	126.79	60.5167	1751
0.0193	1.51659	126.133	60.4362	1752
0.0194	1.51659	125.483	60.3534	1753
0.0195	1.51659	124.84	60.2699	1754
0.0196	1.51659	124.203	60.1887	1755
0.0197	1.51659	123.572	60.1075	1756
0.0198	1.51659	122.948	60.0253	1757
0.0199	1.51659	122.331	59.941	1758
0.02	1.51659	121.719	59.8533	1759
0.019	1.5166	128.124	60.777	1760
0.0191	1.5166	127.453	60.6906	1761
0.0192	1.5166	126.79	60.6073	1762
0.0193	1.5166	126.133	60.526	1763
0.0194	1.5166	125.483	60.4423	1764
0.0195	1.5166	124.839	60.358	1765
0.0196	1.5166	124.203	60.2759	1766
0.0197	1.5166	123.572	60.194	1767
0.0198	1.5166	122.948	60.111	1768
0.0199	1.5166	122.331	60.0258	1769
0.02	1.5166	121.719	59.9372	1770
0.019	1.51661	128.124	60.8704	1771
0.0191	1.51661	127.453	60.7831	1772
0.0192	1.51661	126.79	60.6988	1773
0.0193	1.51661	126.133	60.6167	1774
0.0194	1.51661	125.483	60.5321	1775
0.0195	1.51661	124.839	60.447	1776
0.0196	1.51661	124.203	60.3639	1777
0.0197	1.51661	123.572	60.2814	1778
0.0198	1.51661	122.948	60.1976	1779
0.0199	1.51661	122.33	60.1114	1780
0.02	1.51661	121.719	60.022	1781
0.019	1.51662	128.124	60.9648	1782
0.0191	1.51662	127.453	60.8767	1783
0.0192	1.51662	126.789	60.7914	1784
0.0193	1.51662	126.133	60.7083	1785
0.0194	1.51662	125.483	60.6228	1786
0.0195	1.51662	124.839	60.537	1787
0.0196	1.51662	124.202	60.453	1788
0.0197	1.51662	123.572	60.3696	1789
0.0198	1.51662	122.948	60.2849	1790
0.0199	1.51662	122.33	60.1979	1791
0.02	1.51662	121.719	60.1076	1792
0.019	1.51663	128.124	61.0602	1793
0.0191	1.51663	127.453	60.9712	1794
0.0192	1.51663	126.789	60.8851	1795
0.0193	1.51663	126.132	60.8009	1796
0.0194	1.51663	125.482	60.7145	1797
0.0195	1.51663	124.839	60.6279	1798
0.0196	1.51663	124.202	60.5431	1799
0.0197	1.51663	123.572	60.4587	1800
0.0198	1.51663	122.948	60.3732	1801
0.0199	1.51663	122.33	60.2853	1802
0.02	1.51663	121.719	60.1939	1803
0.019	1.51664	128.124	61.1566	1804
0.0191	1.51664	127.453	61.0667	1805
0.0192	1.51664	126.789	60.9797	1806
0.0193	1.51664	126.132	60.8947	1807
0.0194	1.51664	125.482	60.8074	1808
0.0195	1.51664	124.839	60.7197	1809
0.0196	1.51664	124.202	60.634	1810
0.0197	1.51664	123.572	60.5487	1811
0.0198	1.51664	122.948	60.4623	1812
0.0199	1.51664	122.33	60.3736	1813
0.02	1.51664	121.719	60.2812	1814
0.019	1.51665	128.123	61.2542	1815
0.0191	1.51665	127.453	61.1632	1816
0.0192	1.51665	126.789	61.0753	1817
0.0193	1.51665	126.132	60.9894	1818
0.0194	1.51665	125.482	60.9012	1819
0.0195	1.51665	124.839	60.8124	1820
0.0196	1.51665	124.202	60.7259	1821
0.0197	1.51665	123.572	60.6396	1822
0.0198	1.51665	122.948	60.5523	1823
0.0199	1.51665	122.33	60.4628	1824
0.02	1.51665	121.718	60.3694	1825
0.019	1.51666	128.123	61.353	1826
0.0191	1.51666	127.453	61.2608	1827
0.0192	1.51666	126.789	61.172	1828
0.0193	1.51666	126.132	61.0852	1829
0.0194	1.51666	125.482	60.996	1830
0.0195	1.51666	124.839	60.9062	1831
0.0196	1.51666	124.202	60.8188	1832
0.0197	1.51666	123.572	60.7315	1833
0.0198	1.51666	122.948	60.6432	1834
0.0199	1.51666	122.33	60.5528	1835
0.02	1.51666	121.718	60.4586	1836
0.019	1.51667	128.123	61.4529	1837
0.0191	1.51667	127.452	61.3596	1838
0.0192	1.51667	126.789	61.2698	1839
0.0193	1.51667	126.132	61.182	1840
0.0194	1.51667	125.482	61.0918	1841
0.0195	1.51667	124.839	61.0009	1842
0.0196	1.51667	124.202	60.9126	1843
0.0197	1.51667	123.571	60.8245	1844
0.0198	1.51667	122.947	60.7352	1845
0.0199	1.51667	122.33	60.6438	1846
0.02	1.51667	121.718	60.5487	1847
0.019	1.51668	128.123	61.554	1848
0.0191	1.51668	127.452	61.4596	1849
0.0192	1.51668	126.789	61.3686	1850
0.0193	1.51668	126.132	61.2799	1851
0.0194	1.51668	125.482	61.1886	1852
0.0195	1.51668	124.838	61.0968	1853
0.0196	1.51668	124.202	61.0074	1854
0.0197	1.51668	123.571	60.9185	1855
0.0198	1.51668	122.947	60.8283	1856
0.0199	1.51668	122.33	60.7357	1857
0.02	1.51668	121.718	60.6397	1858
0.019	1.51669	128.123	61.6561	1859
0.0191	1.51669	127.452	61.5607	1860
0.0192	1.51669	126.788	61.4685	1861
0.0193	1.51669	126.132	61.3788	1862
0.0194	1.51669	125.482	61.2865	1863
0.0195	1.51669	124.838	61.1938	1864
0.0196	1.51669	124.201	61.1033	1865
0.0197	1.51669	123.571	61.0135	1866
0.0198	1.51669	122.947	60.9223	1867
0.0199	1.51669	122.329	60.8286	1868
0.02	1.51669	121.718	60.7316	1869
0.019	1.5167	128.123	61.7595	1870
0.0191	1.5167	127.452	61.663	1871
0.0192	1.5167	126.788	61.5698	1872
0.0193	1.5167	126.132	61.4789	1873
0.0194	1.5167	125.482	61.3854	1874
0.0195	1.5167	124.838	61.2919	1875
0.0196	1.5167	124.201	61.2004	1876
0.0197	1.5167	123.571	61.1095	1877
0.0198	1.5167	122.947	61.0173	1878
0.0199	1.5167	122.329	60.9227	1879
0.02	1.5167	121.718	60.8244	1880
0.019	1.51671	128.123	61.864	1881
0.0191	1.51671	127.452	61.7665	1882
0.0192	1.51671	126.788	61.6723	1883
0.0193	1.51671	126.131	61.5802	1884
0.0194	1.51671	125.481	61.4857	1885
0.0195	1.51671	124.838	61.391	1886
0.0196	1.51671	124.201	61.2985	1887
0.0197	1.51671	123.571	61.2065	1888
0.0198	1.51671	122.947	61.1133	1889
0.0199	1.51671	122.329	61.0177	1890
0.02	1.51671	121.718	60.9183	1891
0.019	1.51672	128.122	61.9699	1892
0.0191	1.51672	127.452	61.8712	1893
0.0192	1.51672	126.788	61.7759	1894
0.0193	1.51672	126.131	61.6828	1895
0.0194	1.51672	125.481	61.5872	1896
0.0195	1.51672	124.838	61.4913	1897
0.0196	1.51672	124.201	61.3978	1898
0.0197	1.51672	123.571	61.3046	1899
0.0198	1.51672	122.947	61.2104	1900
0.0199	1.51672	122.329	61.1138	1901
0.02	1.51672	121.718	61.0131	1902
0.019	1.51673	128.122	62.0773	1903
0.0191	1.51673	127.452	61.9771	1904
0.0192	1.51673	126.788	61.8808	1905
0.0193	1.51673	126.131	61.7866	1906
0.0194	1.51673	125.481	61.6899	1907
0.0195	1.51673	124.838	61.5927	1908
0.0196	1.51673	124.201	61.4982	1909
0.0197	1.51673	123.571	61.4038	1910
0.0198	1.51673	122.947	61.3085	1911
0.0199	1.51673	122.329	61.2109	1912
0.02	1.51673	121.717	61.1092	1913
0.019	1.51674	128.122	62.1859	1914
0.0191	1.51674	127.452	62.0843	1915
0.0192	1.51674	126.788	61.9869	1916
0.0193	1.51674	126.131	61.8916	1917
0.0194	1.51674	125.481	61.7937	1918
0.0195	1.51674	124.838	61.6953	1919
0.0196	1.51674	124.201	61.5997	1920
0.0197	1.51674	123.57	61.5042	1921
0.0198	1.51674	122.946	61.4077	1922
0.0199	1.51674	122.329	61.3091	1923
0.02	1.51674	121.717	61.2064	1924
0.019	1.51675	128.122	62.2959	1925
0.0191	1.51675	127.451	62.1931	1926
0.0192	1.51675	126.788	62.0942	1927
0.0193	1.51675	126.131	61.9979	1928
0.0194	1.51675	125.481	61.8988	1929
0.0195	1.51675	124.837	61.7991	1930
0.0196	1.51675	124.201	61.7023	1931
0.0197	1.51675	123.57	61.6059	1932
0.0198	1.51675	122.946	61.5083	1933
0.0199	1.51675	122.329	61.4083	1934
0.02	1.51675	121.717	61.3046	1935
0.019	1.51676	128.122	62.4073	1936
0.0191	1.51676	127.451	62.3033	1937
0.0192	1.51676	126.788	62.2029	1938
0.0193	1.51676	126.131	62.1054	1939
0.0194	1.51676	125.481	62.005	1940
0.0195	1.51676	124.837	61.9043	1941
0.0196	1.51676	124.201	61.8062	1942
0.0197	1.51676	123.57	61.7088	1943
0.0198	1.51676	122.946	61.6101	1944
0.0199	1.51676	122.329	61.5087	1945
0.02	1.51676	121.717	61.4039	1946
0.019	1.51677	128.122	62.52	1947
0.0191	1.51677	127.451	62.4148	1948
0.0192	1.51677	126.787	62.3131	1949
0.0193	1.51677	126.131	62.2142	1950
0.0194	1.51677	125.481	62.1126	1951
0.0195	1.51677	124.837	62.0108	1952
0.0196	1.51677	124.2	61.9114	1953
0.0197	1.51677	123.57	61.8129	1954
0.0198	1.51677	122.946	61.713	1955
0.0199	1.51677	122.328	61.6104	1956
0.02	1.51677	121.717	61.5043	1957
0.019	1.51678	128.122	62.6342	1958
0.0191	1.51678	127.451	62.5277	1959
0.0192	1.51678	126.787	62.4248	1960
0.0193	1.51678	126.13	62.3244	1961
0.0194	1.51678	125.48	62.2216	1962
0.0195	1.51678	124.837	62.1186	1963
0.0196	1.51678	124.2	62.018	1964
0.0197	1.51678	123.57	61.9182	1965
0.0198	1.51678	122.946	61.8171	1966
0.0199	1.51678	122.328	61.7134	1967
0.02	1.51678	121.717	61.6058	1968
0.019	1.51679	128.121	62.7499	1969
0.0191	1.51679	127.451	62.6421	1970
0.0192	1.51679	126.787	62.5379	1971
0.0193	1.51679	126.13	62.4363	1972
0.0194	1.51679	125.48	62.3321	1973
0.0195	1.51679	124.837	62.2277	1974
0.0196	1.51679	124.2	62.126	1975
0.0197	1.51679	123.57	62.0248	1976
0.0198	1.51679	122.946	61.9224	1977
0.0199	1.51679	122.328	61.8176	1978
0.02	1.51679	121.717	61.7085	1979
0.019	1.5168	128.121	62.8674	1980
0.0191	1.5168	127.451	62.7579	1981
0.0192	1.5168	126.787	62.6525	1982
0.0193	1.5168	126.13	62.5496	1983
0.0194	1.5168	125.48	62.444	1984
0.0195	1.5168	124.837	62.3382	1985
0.0196	1.5168	124.2	62.2352	1986
0.0197	1.5168	123.57	62.1326	1987
0.0198	1.5168	122.946	62.029	1988
0.0199	1.5168	122.328	61.9229	1989
0.02	1.5168	121.716	61.8125	1990
0.019	1.51681	128.121	62.9865	1991
0.0191	1.51681	127.451	62.8753	1992
0.0192	1.51681	126.787	62.7685	1993
0.0193	1.51681	126.13	62.6643	1994
0.0194	1.51681	125.48	62.5574	1995
0.0195	1.51681	124.837	62.45	1996
0.0196	1.51681	124.2	62.3457	1997
0.0197	1.51681	123.57	62.2418	1998
0.0198	1.51681	122.946	62.1369	1999
0.0199	1.51681	122.328	62.0296	2000
0.02	1.51681	121.716	61.9179	2001
0.019	1.51682	128.121	63.1072	2002
0.0191	1.51682	127.45	62.9944	2003
0.0192	1.51682	126.787	62.8861	2004
0.0193	1.51682	126.13	62.7806	2005
0.0194	1.51682	125.48	62.6722	2006
0.0195	1.51682	124.837	62.5633	2007
0.0196	1.51682	124.2	62.4577	2008
0.0197	1.51682	123.569	62.3524	2009
0.0198	1.51682	122.945	62.2461	2010
0.0199	1.51682	122.328	62.1375	2011
0.02	1.51682	121.716	62.0246	2012
0.019	1.51683	128.121	63.2296	2013
0.0191	1.51683	127.45	63.1152	2014
0.0192	1.51683	126.787	63.0052	2015
0.0193	1.51683	126.13	62.8983	2016
0.0194	1.51683	125.48	62.7884	2017
0.0195	1.51683	124.836	62.6781	2018
0.0196	1.51683	124.2	62.5711	2019
0.0197	1.51683	123.569	62.4647	2020
0.0198	1.51683	122.945	62.357	2021
0.0199	1.51683	122.328	62.2467	2022
0.02	1.51683	121.716	62.1326	2023
0.019	1.51684	128.121	63.3536	2024
0.0191	1.51684	127.45	63.2378	2025
0.0192	1.51684	126.786	63.126	2026
0.0193	1.51684	126.13	63.0176	2027
0.0194	1.51684	125.48	62.9062	2028
0.0195	1.51684	124.836	62.7947	2029
0.0196	1.51684	124.2	62.6859	2030
0.0197	1.51684	123.569	62.5783	2031
0.0198	1.51684	122.945	62.4692	2032
0.0199	1.51684	122.327	62.3573	2033
0.02	1.51684	121.716	62.2418	2034
0.019	1.51685	128.121	63.4794	2035
0.0191	1.51685	127.45	63.362	2036
0.0192	1.51685	126.786	63.2488	2037
0.0193	1.51685	126.13	63.1386	2038
0.0194	1.51685	125.48	63.0256	2039
0.0195	1.51685	124.836	62.9127	2040
0.0196	1.51685	124.199	62.8025	2041
0.0197	1.51685	123.569	62.6934	2042
0.0198	1.51685	122.945	62.5829	2043
0.0199	1.51685	122.327	62.4696	2044
